study_accession,run_accession,read_count,library_strategy,library_source,library_selection,library_layout,instrument_platform,instrument_model
PRJEB91453,ERR15337827,9983546,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337828,16766152,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337858,74165034,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337862,37554650,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337865,856840,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337867,194818,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337868,1547374,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337869,21471042,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337873,11131858,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337876,5969812,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337878,16376572,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337880,5351350,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337882,7163686,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337885,11836064,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337887,6066134,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337889,5801812,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337895,10417052,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337896,6532542,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337898,20418902,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337900,9634770,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337903,11026936,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337906,27287566,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337908,52982030,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337909,16614560,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337911,29944960,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337919,27886912,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337948,26634192,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337963,2567696,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337966,6352410,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337967,3427746,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337973,127610,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337975,256572,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337979,2067586,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337981,2235782,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337984,5084184,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337986,18056702,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337987,24862964,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337990,13263288,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337999,12131532,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338003,2752078,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338004,1831812,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338005,257382,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338006,3756542,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338009,1217102,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338015,51831496,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338016,458798,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338024,3354354,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338025,20775782,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338027,2545588,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338028,52846170,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338032,19862058,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338033,23176848,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338036,13681068,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338037,27789078,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338040,14423168,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338046,1160648,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338058,931786,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338060,34698000,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338062,1688970,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338065,20355316,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338066,11418640,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338070,5606528,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338072,328090,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338079,7054360,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338084,1942546,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338085,25452774,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338086,1894542,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338088,6449250,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338090,4619160,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338098,12180418,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338110,5387912,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338114,1383056,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338118,1982768,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338120,28397774,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338122,9504050,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338125,2903886,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338130,918648,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338137,33637676,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338140,29069256,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338149,18798336,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338151,8090258,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338153,20769752,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338158,22735456,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338159,30259950,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338164,46124688,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338167,36274804,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338168,35800820,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338169,23518190,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338173,13114206,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338181,12952962,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338189,15153646,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338190,21939668,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338194,15538864,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338196,1942756,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338198,14893370,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338200,25479342,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338201,4904522,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338202,16856276,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338206,12309106,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338209,20706314,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338212,12662712,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338221,2194294,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338222,8042690,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338231,24482642,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338232,18973136,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338235,14186840,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338236,75711062,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338244,58763654,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338246,45416772,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338249,8489100,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338252,34699058,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338255,567170,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15338260,28137116,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337806,16010866,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337817,12719552,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337818,16194450,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337821,66871226,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJEB91453,ERR15337825,22049632,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq X Plus
PRJNA1037120,SRR30066259,44928841,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJNA1037120,SRR30066261,33039409,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJNA1037120,SRR30066262,25975360,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJNA1037120,SRR30066265,17050799,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJNA1037120,SRR30066270,19538702,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJNA1037120,SRR30066271,37632769,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJNA1037120,SRR30066272,17931448,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,HiSeq X Ten
PRJEB49638,ERR7919461,5827058,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919467,18790180,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919468,12473728,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919469,4253378,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919475,16018692,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919479,37317238,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919480,2683450,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919487,33026698,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919498,49993500,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919500,41459842,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919513,13615452,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919518,40797274,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919519,1544694,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919522,2443296,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919523,1404184,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919524,4011440,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919531,9305354,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919532,30688506,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919533,27863672,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919537,1569450,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919538,4781438,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919543,13802936,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919641,19820232,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919645,38552806,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJEB49638,ERR7919646,10868822,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina NovaSeq 6000
PRJNA688065,SRR13355791,1448670,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJNA688065,SRR13355793,309784,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJNA685265,SRR13263119,185781,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA685265,SRR13263120,13547243,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA685265,SRR13263128,249435,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA685265,SRR13263132,136233,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA685265,SRR13263136,8495412,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA688065,SRR13355801,5170405,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA688065,SRR13355802,621937,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA688065,SRR13355806,728382,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA688065,SRR13355807,550660,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA688065,SRR13355812,442130,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA688065,SRR13355813,405632,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA685265,SRR13263123,53186534,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA685265,SRR13263129,31363777,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJNA216965,SRR957738,13228381,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJNA216965,SRR957740,8869866,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJNA216965,SRR957741,11275013,WGS,METAGENOMIC,RANDOM,SINGLE,ILLUMINA,Illumina HiSeq 2000
PRJNA293758,SRR2229973,723984,WGS,GENOMIC,RANDOM,PAIRED,ILLUMINA,Illumina HiSeq 2500
PRJEB61886,ERR11420878,27813998,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61886,ERR11420882,36731806,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413660,20615334,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413665,17096240,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413668,20291580,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413669,21022474,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413670,18548276,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413672,20097676,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413675,21849966,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413684,10220458,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413689,33939586,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413690,7769634,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413694,21186786,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413695,32652202,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413696,21680348,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413699,11920224,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413702,10660002,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413703,8738872,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413704,14113738,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413707,8356804,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413710,19571768,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413716,20652690,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413718,12447356,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413721,20527052,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413722,19278320,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413724,17974886,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413728,22320390,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413731,25712892,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413734,22367820,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413735,21550304,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413736,20643654,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413738,19546030,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413739,20409596,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413743,22312976,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413744,24110460,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413747,17575762,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413750,22756880,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413753,19884044,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413754,17002830,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJEB61887,ERR11413756,23066432,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 500
PRJNA818855,SRR18840171,9533396,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 2000
PRJNA818855,SRR18840265,9220192,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 2000
PRJNA818855,SRR18840268,10009056,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 2000
PRJNA818855,SRR18840272,10724611,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 2000
PRJNA818855,SRR18840274,8048027,WGS,METAGENOMIC,RANDOM,PAIRED,ILLUMINA,NextSeq 2000
